REGION,LANGUAGE,GLOTTOCODE,EMOTION,FORM,INITIAL_FORM,SoundClasses,SegmentCount
Asia,Dzongkha,dzon1239,PAIN,ʔat͡sa,ʔatsa,7aca,4
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,aba,aba,aba,3
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,abaw,abaw,abaw,4
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,agɔj,agɔj,agoy,4
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,aj,aj,ay,2
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,aŋgɔj,aŋgɔj,aNgoy,5
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,aragɔj,aragɔj,aragoy,6
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,araj,araj,aray,4
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,araw,araw,araw,4
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,arɔgɔj,arɔgɔj,arogoy,6
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,arɔj,arɔj,aroy,4
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,harɔj,harɔj,haroy,5
Asia,Hiligaynon aka Ilonggo,hili1240,PAIN,arʊj,arʊj,aruy,4
Asia,Ilocano,ilok1237,PAIN,anaj,anaj,anay,4
Asia,Ilocano,ilok1237,PAIN,ananj,ananj,anany,5
Asia,Standard Indonesian,indo1316,PAIN,aaʊ,aaʊ,aau,3
Asia,Standard Indonesian,indo1316,PAIN,adu,adu,adu,3
Asia,Standard Indonesian,indo1316,PAIN,ado,ado,ado,3
Asia,Standard Indonesian,indo1316,PAIN,adi,adi,adi,3
Asia,Standard Indonesian,indo1316,PAIN,bijuŋbijuŋ,bijuŋbijuŋ,biyuNbiyuN,10
Asia,Standard Indonesian,indo1316,PAIN,o,o,o,1
Asia,Standard Indonesian,indo1316,PAIN,wa,wa,wa,2
Asia,Standard Indonesian,indo1316,PAIN,wua,wua,wua,3
Asia,Standard Indonesian,indo1316,PAIN,wadu,wadu,wadu,4
Asia,Javanese,java1254,PAIN,aɖ̥uh,aɖ̥uh,aduh,4
Asia,Javanese,java1254,PAIN,ɖ̥uh,ɖ̥uh,duh,3
Asia,Javanese,java1254,PAIN,b̥ijuŋ-b̥ijuŋ,b̥ijuŋ-b̥ijuŋ,biyuNbiyuN,10
Asia,Javanese,java1254,PAIN,ʈɔjuŋ,ʈɔjuŋ,toyuN,5
Asia,Kalamang,kara1499,PAIN,adi,adi,adi,3
Asia,Kalamang,kara1499,PAIN,adu,adu,adu,3
Asia,Korean,kore1280,PAIN,aikʰo,aikʰo,aiko,4
Asia,Korean,kore1280,PAIN,aikʰwu,aikʰwu,aikwu,5
Asia,Korean,kore1280,PAIN,ajkʰo,ajkʰo,ayko,4
Asia,Korean,kore1280,PAIN,ajkʰwu,ajkʰwu,aykwu,5
Asia,Korean,kore1280,PAIN,ajwu,ajwu,aywu,4
Asia,Korean,kore1280,PAIN,eikʰwu,eikʰwu,eikwu,5
Asia,Korean,kore1280,PAIN,ejkʰwu,ejkʰwu,eykwu,5
Asia,Kürtop,kurt1248,PAIN,ʔala,ʔala,7ala,4
Asia,Kürtop,kurt1248,PAIN,ʔat͡sa,ʔatsa,7aca,4
Asia,Lao,laoo1244,PAIN,kēːw kēːw,kēːw kēːw,kewkew,6
Asia,Lao,laoo1244,PAIN,oːy,o:y,oi,2
Asia,Lao,laoo1244,PAIN,ʔòːy,ʔòːy,7oi,3
Asia,Lao,laoo1244,PAIN,ʔǔy,ʔǔy,7ui,3
Asia,Manchu,manc1252,PAIN,aɾa,aɾa,ara,3
Asia,Manchu,manc1252,PAIN,aɾa faɾa,aɾa faɾa,arafara,7
Asia,Manchu,manc1252,PAIN,aɾakhɘ,aɾakhɘ,arakh3,6
Asia,Manchu,manc1252,PAIN,aɾɘ,aɾɘ,ar3,3
Asia,Manchu,manc1252,PAIN,aɾkhɘ,aɾkhɘ,arkh3,5
Asia,Manchu,manc1252,PAIN,atghuː,atghu:,atghu,5
Asia,Manchu,manc1252,PAIN,ɘŋ,ɘŋ,3N,2
Asia,Mandarin Chinese,mand1415,PAIN,aː,a:,a,1
Asia,Mandarin Chinese,mand1415,PAIN,ai yo,ai yo,aiio,4
Asia,Mandarin Chinese,mand1415,PAIN,tʰoŋ ɑ,tʰoŋ ɑ,toNo,4
Asia,Maranao,mara1404,PAIN,adaʔdaʔy,adaʔdaʔy,ada7da7i,8
Asia,Maranao,mara1404,PAIN,adaʔwadaʔw,adaʔwadaʔw,ada7wada7w,10
Asia,Maranao,mara1404,PAIN,aidaʔw,aidaʔw,aida7w,6
Asia,Burmese,nucl1310,PAIN,ame leiː,ame lei:,amelei,6
Asia,Burmese,nucl1310,PAIN,amaleiː,amalei:,amalei,6
Asia,Burmese,nucl1310,PAIN,əmè léi,əmè léi,3melei,6
Asia,Burmese,nucl1310,PAIN,əmaléi,əmaléi,3malei,6
Asia,Burmese,nucl1310,PAIN,ame minː,ame min:,amemin,6
Asia,Burmese,nucl1310,PAIN,əmè mí̃,əmè mí̃,3memi,5
Asia,Burmese,nucl1310,PAIN,ame,ame,ame,3
Asia,Burmese,nucl1310,PAIN,əmè,əmè,3me,3
Asia,Japan,nucl1643,PAIN,itai,itai,itai,4
Asia,Shan,shan1277,PAIN,ʔǎː,ʔǎː,7a,2
Asia,Shan,shan1277,PAIN,ʔáː láː láː,ʔáː láː láː,7alala,6
Asia,Shanghai,shan1293,PAIN,tʰoŋ,tʰoŋ,toN,3
Asia,Thai,thai1261,PAIN,ʔɔ̌j,ʔɔ̌j,7oy,3
Asia,Thai,thai1261,PAIN,ʔōːj,ʔōːj,7oy,3
Asia,Thai,thai1261,PAIN,ʔóːj,'ʔóːj,7oy,3
Asia,Thai,thai1261,PAIN,ʔúj,ʔúj,7uy,3
Asia,Thai,thai1261,PAIN,ʔūːj,'ʔūːj,7uy,3
Asia,Thai,thai1261,PAIN,ʔɔ̌j,'ʔɔ̌j,7oy,3
Asia,Tibetan,tibe1272,PAIN,ɐt͡sʰɐ(mɐ),ɐtsʰɐ(mɐ),acama,5
Asia,Tibetan,tibe1272,PAIN,ɐt͡ʃʰu,ɐt͡ʃʰu,aCu,3
Asia,Tibetan,tibe1272,PAIN,ɐt͡ʃʰut͡ʃʰu,ɐt͡ʃʰut͡ʃʰu,aCuCu,5
Asia,Tibetan,tibe1272,PAIN,huhu,huhu,huhu,4
Asia,Vietnamese,viet1252,PAIN,a24,a24,a,1
Asia,Vietnamese,viet1252,PAIN,aj24,aj24,ay,2
Asia,Vietnamese,viet1252,PAIN,ca33 ca312,ca33 ca312,TaTa,4
Asia,Vietnamese,viet1252,PAIN,waj33 waj24,waj33 waj24,wayway,6
Asia,Vietnamese,viet1252,PAIN,wɛ33 wɛ32,wɛ33 wɛ32,wEwE,4
Asia,Yao,yang1310,PAIN,jɘuʔ˦˧˦˧ ,jɘuʔ˦˧˦˧ ,y3u7,4
Australia,Mawng,maun1240,JOY,yo,yo,io,2
Australia,Nyangumarta,nyan1301,JOY,jaranica,jaranica,yaraniTa,8
Australia,Warlpiri,warl1254,JOY,jatiji,jatiji,yatiyi,6
Australia,Warlpiri,warl1254,JOY,waɽaji,waɽaji,warayi,6
Australia,Wik-Mungkan,wikm1247,JOY,joːw,joːw,yow,3
Australia,Wik-Mungkan,wikm1247,JOY,ɲom,ɲom,5om,3
Australia,Yanyuwa,yany1243,JOY,ɡaɳuɻawad̪awama,ɡaɳuɻawad̪awama,ganurawadawama,14
Australia,Yanyuwa,yany1243,JOY,ɡaɳuɻawad̪awarma,ɡaɳuɻawad̪awarma,ganurawadawarma,15
Australia,Yugambeh,yuga1244,JOY,bawbaw,bawbaw,bawbaw,6
Australia,Paakantyi,darl1243,PAIN,jaka pal̪t̪aji,jaka pal̪t̪aji,yakapaltayi,11
Australia,Martuthunira,mart1255,PAIN,jakaji,jakaji,yakayi,6
Australia,Martuthunira,mart1255,PAIN,jakaʈaji,jakaʈaji,yakatayi,8
Australia,Wangkumara/Galali,ngur1261,PAIN,jakaji,jakaji,yakayi,6
Australia,Wangkumara/Galali,ngur1261,PAIN,ŋanjari,ŋanjari,Nanyari,7
Australia,Nyangumarta,nyan1301,PAIN,waʈawu,waʈawu,watawu,6
Australia,Nyulnyul,nyul1247,PAIN,jaw,jaw,yaw,3
Australia,Tiwi ,tiwi1244,PAIN,jaji,jaji,yayi,4
Australia,Tiwi ,tiwi1244,PAIN,jakaji,jakaji,yakayi,6
Australia,Tiwi ,tiwi1244,PAIN,wakaji,wakaji,wakayi,6
Australia,Walmajarri,walm1241,PAIN,waɻawu,waɻawu,warawu,6
Australia,Warlpiri,warl1254,PAIN,japacaji,japacaji,yapaTayi,8
Australia,Wik-Mungkan,wikm1247,PAIN,jakkej,jakkej,yakkey,6
Australia,Wik-Mungkan,wikm1247,PAIN,jakkaj,jakkaj,yakkay,6
Australia,Woiwurrung,woiw1237,PAIN,jaɻɡa,jaɻɡa,yarga,5
Australia,Yanyuwa,yany1243,PAIN,jakiri,jakiri,yakiri,6
Europe,Danish,dani1285,DISGUST,aðʔ,aðˀ,a87,3
Europe,Polish,poli1260,DISGUST,ɛx,ɛx,Ex,2
Europe,Russian,russ1263,DISGUST,fu,fu,fu,2
Europe,Russian,russ1263,DISGUST,tfu,t'fu,tfu,3
Europe,Spanish,stan1288,DISGUST,bit͡ʃo,bit͡ʃo,biCo,4
Europe,Spanish,stan1288,DISGUST,gwaka,gwaka,gwaka,5
Europe,Spanish,stan1288,DISGUST,gwakala,gwakala,gwakala,7
Europe,Spanish,stan1288,DISGUST,gwakatela,gwakatela,gwakatela,9
Europe,Spanish,stan1288,DISGUST,pwa,pwa,pwa,3
Europe,Spanish,stan1288,DISGUST,uf,uf,uf,2
Europe,French,stan1290,DISGUST,bɛʁk,bɛʁk,bEXk,4
Europe,French,stan1290,DISGUST, bøʁk, bøʁk,beXk,4
Europe,French,stan1290,DISGUST,pwɑ,pwɑ,pwo,3
Europe,English,stan1293,DISGUST,ɑː,ɑː,o,1
Europe,English,stan1293,DISGUST,bɔː,bɔː,bo,2
Europe,English,stan1293,DISGUST,ɡɪk,ɡɪk,gik,3
Europe,English,stan1293,DISGUST,ɪk,ɪk,ik,2
Europe,English,stan1293,DISGUST,jɑː,jɑː,yo,2
Europe,English,stan1293,DISGUST,jiːk,jiːk,yik,3
Europe,English,stan1293,DISGUST,jɪəx,jɪəx,yi3x,4
Europe,English,stan1293,DISGUST,jɪw,jɪw,yiw,3
Europe,English,stan1293,DISGUST, ɪw, ɪw,iw,2
Europe,English,stan1293,DISGUST,jʌk,jʌk,yok,3
Europe,English,stan1293,DISGUST,krap,krap,krap,4
Europe,English,stan1293,DISGUST,pɑː,pɑː,po,2
Europe,English,stan1293,DISGUST,pjuː,pjuː,pyu,3
Europe,English,stan1293,DISGUST,pʃɔː,pʃɔː,pSo,3
Europe,English,stan1293,DISGUST,pʊf,pʊf,puf,3
Europe,English,stan1293,DISGUST, puːf, puːf,puf,3
Europe,English,stan1293,DISGUST,va,va,va,2
Europe,German,stan1295,DISGUST,ɛː,ɛː,E,1
Europe,German,stan1295,DISGUST, ɛ, ɛ,E,1
Europe,German,stan1295,DISGUST,jak,jak,yak,3
Europe,Danish,dani1285,JOY,huˈʁa,huˈʁa,huXa,4
Europe,Sanzhi Dargwa,darg1241,JOY,haj-haj,haj-haj,hayhay,6
Europe,Sanzhi Dargwa,darg1241,JOY,huja,huja,huya,4
Europe,Polish,poli1260,JOY,ˈsupɛr,ˈsupɛr,supEr,5
Europe,Russian,russ1263,JOY,urɑ,urɑ,uro,3
Europe,Spanish,stan1288,JOY,albrisjas,albrisjas,albrisyas,9
Europe,Spanish,stan1288,JOY,aleluʝa,aleluʝa,aleluZa,7
Europe,Spanish,stan1288,JOY,axa,axa,axa,3
Europe,Spanish,stan1288,JOY,biβa,biβa,biba,4
Europe,Spanish,stan1288,JOY,bɾaβo,bɾaβo,brabo,5
Europe,Spanish,stan1288,JOY,euɾeka,euɾeka,eureka,6
Europe,Spanish,stan1288,JOY,fenomeno,fenomeno,fenomeno,8
Europe,Spanish,stan1288,JOY,t͡ʃit,t͡ʃit,Cit,3
Europe,Spanish,stan1288,JOY, t͡ʃuta, t͡ʃuta,Cuta,4
Europe,Spanish,stan1288,JOY,ujujuj,ujujuj,uyuyuy,6
Europe,Spanish,stan1288,JOY,ura,ura,ura,3
Europe,French,stan1290,JOY,’jupi,’jupi,yupi,4
Europe,French,stan1290,JOY,’wa,’wa,wa,2
Europe,French,stan1290,JOY,bʁavo,bʁavo,bXavo,5
Europe,French,stan1290,JOY,øʁeka,øʁeka,eXeka,5
Europe,French,stan1290,JOY,wau,wau,wau,3
Europe,English,stan1293,JOY,ɑːˈhɑː,ɑːˈhɑː,oho,3
Europe,English,stan1293,JOY,brɑːˈvəʊ,brɑːˈvəʊ,brov3u,6
Europe,English,stan1293,JOY,ˈɔːsəm,ˈɔːsəm,os3m,4
Europe,English,stan1293,JOY, ˈɔːsm, ˈɔːsm,osm,3
Europe,English,stan1293,JOY,əʊˈjeɪ,əʊˈjeɪ,3uyei,5
Europe,English,stan1293,JOY,jɑːˈhuː,jɑːˈhuː,yohu,4
Europe,English,stan1293,JOY,jeɪ,jeɪ,yei,3
Europe,English,stan1293,JOY,ˈʌəʊ,ˈʌˌəʊ,o3u,3
Europe,English,stan1293,JOY,viːv,viːv,viv,3
Europe,English,stan1293,JOY,wɑː,wɑː,wo,2
Europe,English,stan1293,JOY,wɑˈhu,wɑˈhu,wohu,4
Europe,English,stan1293,JOY,wəˈheɪ,wəˈheɪ,w3hei,5
Europe,German,stan1295,JOY, braːvo, bra:vo,bravo,5
Europe,German,stan1295,JOY,aː,aː,a,1
Europe,German,stan1295,JOY,ahaː,a'ha:,aha,3
Europe,German,stan1295,JOY, aha, a'ha,aha,3
Europe,German,stan1295,JOY,hʊˈʀaː,hʊˈʀaː,hura,4
Europe,German,stan1295,JOY,mɛnʃ,mɛnʃ,mEnS,4
Europe,German,stan1295,JOY,o,o,o,1
Europe,German,stan1295,JOY,ˈʃpɪt͡sə,ˈʃpɪtsə,Spic3,5
Europe,Danish,dani1285,PAIN,ɑwʔ,ɑwˀ,ow7,3
Europe,Polish,poli1260,PAIN,aw,aw,aw,2
Europe,Polish,poli1260,PAIN,awa,awa,awa,3
Europe,Russian,russ1263,PAIN,ɑj,ɑj,oy,2
Europe,Spanish,stan1288,PAIN,uste,uste,uste,4
Europe,French,stan1290,PAIN,’uj,’uj,uy,2
Europe,French,stan1290,PAIN,aj,aj,ay,2
Europe,French,stan1290,PAIN,aut͡ʃ,autʃ,auC,3
Europe,English,stan1293,PAIN, jiːˈaʊ, jiːˈaʊ,yiau,4
Europe,English,stan1293,PAIN,ɑː,ɑː,o,1
Europe,English,stan1293,PAIN,aʊ,aʊ,au,2
Europe,English,stan1293,PAIN,aʊt͡ʃ,aʊtʃ,auC,3
Europe,English,stan1293,PAIN,ˈəʊ,ˈəʊ,3u,2
Europe,English,stan1293,PAIN,hʌɪ,hʌɪ,hoi,3
Europe,English,stan1293,PAIN,ˈuːjə,ˈuːjə,uy3,3
Europe,English,stan1293,PAIN,ʌɪ,ʌɪ,oi,2
Europe,German,stan1295,PAIN,aʊ,aʊ,au,2
Europe,German,stan1295,PAIN, aʊa, aʊa,aua,3
Europe,German,stan1295,PAIN,əʊ,əʊ,3u,2
Latin America,Baniwa,bani1255,DISGUST,t͡seː,tse:,ce,2
Latin America,Barasana-Eduria,bara1380,DISGUST,ɑˈdée,ɑˈdée,odee,4
Latin America,Barasana-Eduria,bara1380,DISGUST,ɑˈdí,ɑˈdí,odi,3
Latin America,Camënts̈á,cams1241,DISGUST,a tataj,a tataj,atatay,6
Latin America,Camënts̈á,cams1241,DISGUST,ɕo,ɕo,So,2
Latin America,Cavineña,cavi1250,DISGUST,aʨi,a'ʨi,aCi,3
Latin America,Cubeo,cube1242,DISGUST,ait͡ʃĩa,aitʃĩa,aiCia,5
Latin America,Guahibo,guah1255,DISGUST,idi,idi,idi,3
Latin America,Inga,inga1252,DISGUST,at͡sat͡sai,atsatsai,acacai,6
Latin America,Inga,inga1252,DISGUST,tatai,tatai,tatai,5
Latin America,Inga,inga1252,DISGUST,t͡sat͡sai,tsatsai,cacai,5
Latin America,Machiguenga,mach1267,DISGUST,hmmmʔ,hmmmʔ,hmmm7,5
Latin America,Machiguenga,mach1267,DISGUST,ontisaroro ,onti'saroro ,ontisaroro,10
Latin America,Machiguenga,mach1267,DISGUST,tehee,tehee,tehee,5
Latin America,Machiguenga,mach1267,DISGUST,tehehee,tehehee,tehehee,7
Latin America,Matsés,mats1244,DISGUST,ehʔ,ehʔ,eh7,3
Latin America,Matsés,mats1244,DISGUST,ɨŋʔ,ɨŋʔ,3N7,3
Latin America,Matsés,mats1244,DISGUST,jeː,je:,ye,2
Latin America,Matsés,mats1244,DISGUST,uŋʔ,uŋʔ,uN7,3
Latin America,Matsés,mats1244,DISGUST,wek,wek,wek,3
Latin America,Capanahua,ship1254,DISGUST,naan,naan,naan,4
Latin America,Capanahua,ship1254,DISGUST,taa ʔiʔki  ,taa ʔiʔki  ,taa7i7ki,8
Latin America,Capanahua,ship1254,DISGUST,ʔeee ʔiʔkii  ,ʔeee ʔiʔkii  ,7eee7i7kii,10
Latin America,Tupinambá,tupi1273,DISGUST,rau,rau,rau,3
Latin America,Aguaruna,agua1253,JOY,jaxɑuwajaʔ,jaxɑuwajaʔ,yaxouwaya7,10
Latin America,Aguaruna,agua1253,JOY,xɑut͡ʃaɨ,xɑutʃaɨ,xouCa3,6
Latin America,Aguaruna,agua1253,JOY, xɑut͡ʃa, xɑutʃa,xouCa,5
Latin America,Barasana-Eduria,bara1380,JOY,ɑˈbɨ́ɨ,ɑˈbɨ́ɨ,ob33,4
Latin America,Barasana-Eduria,bara1380,JOY,ˈbɘ́ɘ,ˈbɘ́ɘ,b33,3
Latin America,Barasana-Eduria,bara1380,JOY,ˈhɑ́ɘ,ˈhɑ́ɘ,ho3,3
Latin America,Camënts̈á,cams1241,JOY,a t͡ʃalaj,a tʃalaj,aCalay,6
Latin America,Camënts̈á,cams1241,JOY,as kokaje,as kokaje,askokaye,8
Latin America,Camënts̈á,cams1241,JOY,as kwak,as kwak,askwak,6
Latin America,Camënts̈á,cams1241,JOY,elaj,elaj,elay,4
Latin America,Camënts̈á,cams1241,JOY,ilaj,ilaj,ilay,4
Latin America,Camënts̈á,cams1241,JOY,nokaraj,nokaraj,nokaray,7
Latin America,Camënts̈á,cams1241,JOY,nʒa,nʒa,nZa,3
Latin America,Camënts̈á,cams1241,JOY,xwane,xwane,xwane,5
Latin America,Cavineña,cavi1250,JOY,ehe ademe,ehe ademe,eheademe,8
Latin America,Guahibo,guah1255,JOY,ina,ina,ina,3
Latin America,Inga,inga1252,JOY,andis,andis,andis,5
Latin America,Inga,inga1252,JOY,at͡ʃalai,atʃalai,aCalai,6
Latin America,Inga,inga1252,JOY,axai,axai,axai,4
Latin America,Inga,inga1252,JOY,aʎita,aʎita,aLita,5
Latin America,Inga,inga1252,JOY,aʎiura,aʎiura,aLiura,6
Latin America,Inga,inga1252,JOY,kuɕit͡ʃiwangi ,kuɕitʃiwangi ,kuSiCiwangi,11
Latin America,Inga,inga1252,JOY,kusikut͡ʃiwangi,kusikutʃiwangi,kusikuCiwangi,13
Latin America,Inga,inga1252,JOY,t͡ʃalai,tʃalai,Calai,5
Latin America,Inga,inga1252,JOY,wanai ,wanai ,wanai,5
Latin America,Inga,inga1252,JOY,wanakuɕi,wanakuɕi,wanakuSi,8
Latin America,Inga,inga1252,JOY,wanat͡ʃu,wanatʃu,wanaCu,6
Latin America,Machiguenga,mach1267,JOY,ee,ee,ee,2
Latin America,Machiguenga,mach1267,JOY,eee,eee,eee,3
Latin America,Machiguenga,mach1267,JOY,ohohoo,ohohoo,ohohoo,6
Latin America,Machiguenga,mach1267,JOY,tehehee,tehehee,tehehee,7
Latin America,Palikúr,pali1279,JOY,ihe,ihe,ihe,3
Latin America,Sharanahua,shar1245,JOY,ait͡ʃo,aitʃo,aiCo,4
Latin America,Tupinambá,tupi1273,JOY,aʋiɛ,aʋiɛ,aviE,4
Latin America,Tupinambá,tupi1273,JOY,aʋiɛbɛ,aʋiɛbɛ,aviEbE,6
Latin America,Tupinambá,tupi1273,JOY,tɛ,tɛ,tE,2
Latin America,Yaminahua,yami1256,JOY,ait͡ʃo̝,aitʃo̝,aiCo,4
Latin America,Aguaruna,agua1253,PAIN,aáʔ,aáʔ,aa7,3
Latin America,Baniwa,bani1255,PAIN,ai,ai,ai,2
Latin America,Baniwa,bani1255,PAIN,meː,me:,me,2
Latin America,Baniwa,bani1255,PAIN,pat͡si,patsi,paci,4
Latin America,Barasana-Eduria,bara1380,PAIN,ɑˈd͡ʒɑ́ɑ,ɑˈdʒɑ́ɑ,ojoo,4
Latin America,Barasana-Eduria,bara1380,PAIN,ɑˈd͡ʒɘ́ˈɘ́,ɑˈdʒɘ́ˈɘ́,oj33,4
Latin America,Barasana-Eduria,bara1380,PAIN,ɑˈd͡ʒɨ́ɨ,ɑˈdʒɨ́ɨ,oj33,4
Latin America,Barasana-Eduria,bara1380,PAIN,ɑˈɡɑ́ɑ́,ɑˈɡɑ́ɑ́,ogoo,4
Latin America,Barasana-Eduria,bara1380,PAIN,ɑ́ˈɡɑ́ɨ,ɑ́ˈɡɑ́ɨ,ogo3,4
Latin America,Barasana-Eduria,bara1380,PAIN,ɑˈɡɨ́,ɑˈɡɨ́,og3,3
Latin America,Camënts̈á,cams1241,PAIN,ayay,ayay,aiai,4
Latin America,Cocama,coca1259,PAIN,akatai,akatai,akatai,6
Latin America,Cocama,coca1259,PAIN,akat͡sai,akatsai,akacai,6
Latin America,Cocama,coca1259,PAIN,akawaɨ,akawaɨ,akawa3,6
Latin America,Cocama,coca1259,PAIN,t͡sɨj,tsɨj,c3y,3
Latin America,Cubeo,cube1242,PAIN,bɨ,bɨ,b3,2
Latin America,Cubeo,cube1242,PAIN,mumimumi,mumimumi,mumimumi,8
Latin America,Cubeo,cube1242,PAIN,ɲĩɲĩ,ɲĩɲĩ,5i5i,4
Latin America,Guahibo,guah1255,PAIN,xa,xa,xa,2
Latin America,Guahibo,guah1255,PAIN,xaː,xa:,xa,2
Latin America,Guahibo,guah1255,PAIN,xakwe,xakwe,xakwe,5
Latin America,Guahibo,guah1255,PAIN,akwe,akwe,akwe,4
Latin America,Inga,inga1252,PAIN,agɨ ,agɨ ,ag3,3
Latin America,Inga,inga1252,PAIN,atane,atane,atane,5
Latin America,Inga,inga1252,PAIN,iai,iai,iai,3
Latin America,Koreguaje,kore1283,PAIN,aʔcɨ,aʔcɨ,a7T3,4
Latin America,Machiguenga,mach1267,PAIN,ajaa,ajaa,ayaa,4
Latin America,Machiguenga,mach1267,PAIN,ajakarioo,ajakarioo,ayakarioo,9
Latin America,Machiguenga,mach1267,PAIN,kaat͡si,kaatsi,kaaci,5
Latin America,Matsés,mats1244,PAIN,eː,e:,e,1
Latin America,Matsés,mats1244,PAIN,eː eː eː,e: e: e:,eee,3
Latin America,Matsés,mats1244,PAIN,oː,o:,o,1
Latin America,Matsés,mats1244,PAIN,oː oː oː,o: o: o:,ooo,3
Latin America,Muinane,muin1242,PAIN,agɨ ,agɨ ,ag3,3
Latin America,Muinane,muin1242,PAIN,ajɨ,ajɨ,ay3,3
Latin America,Palikúr,pali1279,PAIN,akaː,aka:,aka,3
Latin America,Palikúr,pali1279,PAIN,akaiah,akaiah,akaiah,6
Latin America,Palikúr,pali1279,PAIN,uɔdií,uɔdií,uodii,5
Latin America,Sharanahua,shar1245,PAIN,arii,arii,arii,4
Latin America,Tupinambá,tupi1273,PAIN,akai,akai,akai,4
Latin America,Tupinambá,tupi1273,PAIN,akɛ,akɛ,akE,3
Latin America,Tupinambá,tupi1273,PAIN,akɨ,akɨ,ak3,3
Latin America,Tupinambá,tupi1273,PAIN,amaeiau,amaeiau,amaeiau,7
Latin America,Tupinambá,tupi1273,PAIN,mã,mã,ma,2
Latin America,Tupinambá,tupi1273,PAIN,moat͡ʃɛimã,moatʃɛimã,moaCEima,8
Latin America,Tupinambá,tupi1273,PAIN,moat͡ʃɛĩmã,moatʃɛĩmã,moaCEima,8
Latin America,Tupinambá,tupi1273,PAIN,ta,ta,ta,2
Latin America,Tuyuca,tuyu1244,PAIN,acuéi,acuéi,aTuei,5
Latin America,Tuyuca,tuyu1244,PAIN,aga,aga,aga,3
Latin America,Tuyuca,tuyu1244,PAIN,agaɨ,agaɨ,aga3,4
Latin America,Tuyuca,tuyu1244,PAIN,agɨ,agɨ,ag3,3
Latin America,Yaminahua,yami1256,PAIN,ai,ai,ai,2
Latin America,Yaminahua,yami1256,PAIN,arí,arí,ari,3
Latin America,Yaminahua,yami1256,PAIN,ari,ari,ari,3
Latin America,Yaminahua,yami1256,PAIN,aripé,aripé,aripe,5
Latin America,Yaminahua,yami1256,PAIN,aripe,aripe,aripe,5
Latin America,Yaminahua,yami1256,PAIN,eai,eai,eai,3
